id,transaction_date,amount,created_at
20183,2022-02-07,4054.88,2023-06-08
20184,2022-03-04,2150.97,2023-10-14
20185,2022-06-08,2397.94,2022-07-13
20186,2021-09-15,1655.57,2022-03-15
20187,2022-12-03,2123.91,2022-10-11
20188,2023-03-21,3414.40,2021-05-27
20189,2021-11-27,3332.47,2021-04-26
20190,2023-10-20,-34.70,2022-01-25
20191,2023-03-31,-960.73,2022-03-14
20192,2022-01-05,4110.43,2021-10-07
20193,2021-08-13,657.96,2021-12-18
20194,2023-08-21,3836.62,2022-07-22
20195,2023-12-04,4122.02,2022-05-29
20196,2022-04-26,3748.44,2021-08-17
20197,2021-08-25,2554.39,2021-05-08
20198,2022-10-18,4901.73,2023-07-19
20199,2022-06-22,-998.22,2022-09-07
20200,2021-06-20,1936.15,2021-11-05
20201,2023-02-22,4712.86,2023-03-09
20202,2022-09-01,4040.03,2023-11-30
20203,2022-03-29,916.12,2022-05-16
20204,2021-03-07,3956.09,2022-11-20
20205,2022-07-08,3543.19,2021-11-30
20206,2021-06-12,271.27,2022-01-24
20207,2022-12-11,1438.48,2021-05-17
20208,2023-12-11,3167.65,2023-02-21
20209,2021-06-21,-346.19,2021-03-04
20210,2021-12-15,2690.19,2023-03-14
20211,2021-08-13,3294.59,2022-06-01
20212,2022-05-27,2461.79,2023-06-17
20213,2022-11-19,3443.07,2021-06-04
20214,2023-11-23,4807.86,2022-04-20
20215,2021-06-29,2125.16,2023-09-28
20216,2022-01-20,-330.19,2021-11-10
20217,2023-07-11,533.90,2021-05-30
20218,2022-05-24,551.03,2022-12-19
20219,2023-06-05,1300.41,2022-09-19
20220,2023-03-17,454.78,2021-03-13
20221,2023-07-30,4351.89,2022-10-30
20222,2023-01-07,-935.97,2021-11-22
20223,2021-01-06,-731.97,2023-10-18
20224,2022-01-19,1633.26,2023-05-07
20225,2023-10-13,4771.55,2022-10-22
20226,2022-12-10,2487.19,2021-12-23
20227,2022-05-26,2332.35,2021-02-15
20228,2022-06-06,3591.14,2022-08-15
20229,2021-02-13,842.82,2023-06-30
20230,2021-04-21,-835.19,2021-12-09
20231,2023-05-27,4248.85,2021-04-08
20232,2023-09-18,4637.70,2021-11-22
20233,2022-07-13,3264.66,2022-09-25
20234,2023-10-04,4192.47,2022-09-01
20235,2022-05-16,2966.79,2022-06-23
20236,2021-10-16,1973.24,2021-11-01
20237,2021-12-24,3026.43,2023-09-30
20238,2023-07-31,1511.75,2021-10-22
20239,2023-05-30,4338.94,2021-12-24
20240,2023-11-15,1931.12,2021-02-07
20241,2023-12-19,1212.72,2021-12-08
20242,2022-06-03,224.36,2023-03-03
20243,2022-11-29,3261.87,2021-07-27
20244,2021-09-27,-843.80,2021-01-31
20245,2021-09-05,-361.64,2021-01-13
20246,2021-10-06,3411.70,2023-01-28
20247,2022-11-23,4051.26,2021-03-09
20248,2023-01-11,4352.35,2021-11-08
20249,2023-11-05,1631.77,2022-07-03
20250,2021-10-15,4507.27,2023-08-19
20251,2023-04-13,908.09,2021-12-26
20252,2021-06-12,1169.06,2021-11-11
20253,2022-03-17,3662.50,2022-08-24
20254,2021-11-09,3879.62,2021-07-21
20255,2023-06-20,-413.87,2022-06-12
20256,2022-06-12,3960.93,2023-03-02
20257,2022-06-13,2199.91,2021-11-02
20258,2023-07-25,824.84,2023-04-03
20259,2022-10-26,4397.37,2023-05-18
20260,2023-02-07,3303.68,2021-05-16
20261,2023-08-07,4018.79,2022-11-25
20262,2021-06-29,-835.90,2021-03-08
20263,2023-08-05,-179.82,2022-04-20
20264,2022-01-17,2717.30,2023-08-09
20265,2022-07-23,3671.59,2023-11-25
20266,2021-11-15,-703.18,2021-04-29
20267,2023-09-27,2174.54,2023-12-08
20268,2022-07-26,4845.55,2022-06-21
20269,2023-10-28,1217.20,2021-09-16
20270,2023-08-31,-365.64,2022-08-01
20271,2022-03-06,4477.94,2022-03-29
20272,2023-06-10,4475.89,2022-10-04
20273,2023-10-09,1817.39,2022-03-18
20274,2023-12-30,4921.04,2021-05-14
20275,2022-04-27,3238.35,2023-06-20
20276,2023-10-06,884.67,2023-10-24
20277,2021-05-22,2245.91,2023-07-29
20278,2022-07-26,1855.70,2021-09-30
20279,2021-02-23,965.47,2022-03-14
20280,2023-06-10,-666.62,2022-09-11
20281,2023-02-18,2008.99,2021-02-06
20282,2022-08-08,1078.65,2023-02-19
20283,2021-11-11,-163.99,2023-02-16
20284,2021-05-15,-411.49,2021-02-19
20285,2021-06-28,3403.67,2021-04-05
20286,2023-11-04,1918.41,2022-11-10
20287,2022-12-04,4101.79,2022-09-08
20288,2021-09-13,3958.98,2022-04-26
20289,2023-03-13,4378.24,2022-02-25
20290,2021-01-24,2186.74,2023-12-20
20291,2022-07-22,2768.35,2022-05-14
20292,2022-03-05,-423.56,2021-04-20
20293,2022-04-13,1045.63,2023-08-24
20294,2021-10-03,1378.68,2023-08-09
20295,2022-06-05,4835.69,2023-10-30
20296,2023-04-07,-188.73,2023-03-25
20297,2022-04-12,4477.43,2023-07-22
20298,2023-10-20,-716.94,2021-02-06
20299,2021-10-14,1361.24,2022-07-20
20300,2023-05-21,-913.23,2022-07-25
20301,2022-06-26,700.26,2023-07-23
20302,2023-10-08,403.33,2023-11-16
20303,2021-03-08,838.31,2021-07-18
20304,2022-09-06,3966.73,2022-11-26
20305,2022-05-14,2722.35,2022-04-27
20306,2023-07-19,4575.03,2022-08-14
20307,2022-07-10,4115.74,2023-08-25
20308,2021-03-15,3539.84,2021-08-31
20309,2022-05-21,3342.06,2023-09-10
20310,2023-10-13,2351.89,2022-09-25
20311,2023-01-23,1736.49,2022-05-20
20312,2021-07-18,546.85,2021-06-23
20313,2023-04-15,2759.98,2022-06-10
20314,2022-12-01,-689.30,2021-06-19
20315,2023-07-13,514.80,2022-12-11
20316,2022-06-17,-48.81,2023-03-14
20317,2021-03-03,-655.72,2023-12-17
20318,2023-05-25,1793.90,2023-12-26
20319,2023-01-23,3578.49,2022-01-17
20320,2023-04-30,-207.51,2021-05-05
20321,2021-11-13,4884.07,2021-05-20
20322,2023-04-17,2087.97,2022-12-25
20323,2021-10-21,-9.20,2021-04-08
20324,2023-06-04,766.43,2023-08-31
20325,2021-07-09,-129.31,2023-01-03
20326,2021-10-07,2645.03,2022-07-17
20327,2022-05-11,1260.58,2022-10-24
20328,2022-08-06,4197.46,2022-04-01
20329,2021-12-27,4592.81,2023-03-20
20330,2021-07-09,-273.65,2021-09-22
20331,2021-08-02,-476.95,2023-05-30
20332,2022-02-18,-317.79,2022-11-13
20333,2022-08-06,3076.19,2021-01-13
20334,2021-11-15,4912.80,2021-10-09
20335,2022-12-07,388.56,2023-11-05
20336,2021-11-06,3590.83,2023-09-14
20337,2022-05-20,2545.47,2022-01-23
20338,2021-03-14,3436.18,2022-11-14
20339,2021-12-30,1283.03,2022-12-06
20340,2021-01-20,4188.94,2023-03-23
20341,2021-03-26,1090.60,2023-08-29
20342,2023-09-03,81.25,2022-12-26
20343,2023-10-14,626.91,2022-04-03
20344,2023-06-26,-76.67,2021-03-14
20345,2021-07-03,2284.12,2022-01-14
20346,2023-01-19,1543.53,2022-01-07
20347,2022-06-24,-728.68,2022-11-12
20348,2022-01-17,845.29,2021-09-27
20349,2022-03-11,1869.22,2021-03-11
20350,2023-04-15,1900.64,2022-06-20
20351,2023-05-13,4681.72,2021-12-06
20352,2022-10-19,4400.48,2023-01-10
20353,2021-11-18,-605.21,2021-07-17
20354,2021-04-27,1887.62,2021-10-10
20355,2021-07-24,1858.71,2021-05-26
20356,2023-06-15,1181.42,2023-01-05
20357,2022-07-19,3201.98,2021-04-07
20358,2022-12-16,3624.45,2023-10-10
20359,2023-07-11,-928.25,2022-05-10
20360,2022-09-26,1551.10,2022-07-24
20361,2023-03-19,209.27,2022-01-02
20362,2021-07-24,-953.69,2022-07-19
20363,2023-12-06,1269.65,2022-10-06
20364,2023-08-19,644.31,2023-04-20
20365,2022-11-29,-233.13,2021-03-16
20366,2022-10-14,2342.14,2021-06-04
20367,2022-02-10,2442.81,2021-02-17
20368,2022-10-27,2835.98,2023-03-12
20369,2023-02-25,3411.12,2021-06-23
20370,2022-11-06,3974.79,2023-08-22
20371,2022-10-20,2892.27,2023-10-05
20372,2021-06-12,4373.31,2023-02-11
20373,2022-11-21,99.55,2023-07-16
20374,2023-08-07,2565.99,2022-07-29
20375,2022-08-26,654.20,2021-04-11
20376,2023-01-26,-623.35,2023-11-29
20377,2021-11-14,0.39,2023-03-26
20378,2023-11-18,3836.12,2023-04-29
20379,2022-12-28,1614.73,2022-07-25
20380,2023-08-16,3284.06,2022-09-07
20381,2023-05-22,2472.98,2021-09-05
20382,2022-07-18,581.96,2021-01-06
20383,2022-07-07,649.69,2022-10-08
20384,2021-05-29,-731.06,2021-11-25
20385,2023-10-24,1419.56,2023-03-13
20386,2021-04-13,1598.94,2021-11-05
20387,2021-04-02,364.09,2023-12-25
20388,2022-03-04,2264.68,2022-11-12
20389,2023-06-17,2430.18,2023-06-29
20390,2023-06-11,111.57,2022-06-13
20391,2023-01-28,634.10,2021-06-27
20392,2023-09-26,1916.23,2021-04-30
20393,2023-03-14,3892.77,2022-04-30
20394,2023-04-06,4448.75,2023-05-18
20395,2023-03-10,2166.41,2021-02-25
20396,2021-11-17,2924.03,2022-11-11
20397,2022-10-12,4692.10,2021-10-24
20398,2023-06-04,4360.10,2022-01-04
20399,2022-01-06,4700.57,2023-09-03
20400,2021-10-31,1176.31,2022-05-09
20401,2022-04-26,-910.92,2021-02-27
20402,2022-10-19,2919.84,2021-03-26
20403,2021-02-24,2503.75,2022-09-18
20404,2022-06-14,-819.01,2022-08-28
20405,2022-12-19,2624.77,2021-02-26
20406,2021-07-29,124.36,2023-09-09
20407,2023-10-21,1539.47,2023-05-13
20408,2023-07-04,-569.34,2021-07-01
20409,2022-11-08,2481.92,2023-10-30
20410,2022-08-14,3051.74,2023-09-24
20411,2021-04-09,3156.30,2021-09-02
20412,2023-07-23,3024.95,2023-06-09
20413,2023-07-19,54.32,2022-07-02
20414,2021-11-18,4408.95,2021-05-04
20415,2021-06-14,2978.20,2023-09-12
20416,2021-06-20,53.22,2022-09-17
20417,2021-01-19,1375.81,2023-08-25
20418,2023-02-13,3397.11,2023-12-17
20419,2023-09-23,-70.65,2021-08-20
20420,2021-05-16,-756.45,2022-10-16
20421,2021-02-12,2025.29,2022-06-09
20422,2022-11-02,1355.44,2022-12-05
20423,2022-12-07,2739.32,2023-12-01
20424,2023-05-01,3630.44,2023-05-11
20425,2023-01-22,3462.96,2021-03-10
20426,2022-04-26,-479.04,2022-12-18
20427,2023-02-26,-651.77,2021-08-13
20428,2021-09-27,2700.27,2023-04-26
20429,2023-07-13,3759.72,2023-03-22
20430,2021-06-15,2190.16,2022-12-12
20431,2021-06-30,2690.13,2021-12-14
20432,2023-03-06,989.06,2021-03-14
20433,2022-01-07,3317.67,2021-11-09
20434,2023-08-30,675.81,2022-01-26
20435,2021-09-02,2839.13,2022-11-05
20436,2021-09-25,1307.33,2021-07-28
20437,2022-03-25,351.13,2022-07-25
20438,2021-04-07,462.11,2023-07-26
20439,2022-07-11,148.50,2022-04-02
20440,2023-01-29,1844.31,2022-01-06
20441,2021-03-23,3200.87,2023-06-02
20442,2021-09-18,1892.62,2023-09-24
20443,2021-11-17,2406.57,2023-01-24
20444,2021-07-13,-646.10,2022-12-23
20445,2023-02-12,403.98,2022-04-21
20446,2021-02-22,2285.57,2021-08-03
20447,2022-01-16,3804.87,2021-08-01
20448,2022-08-01,4948.10,2023-08-08
20449,2022-10-26,-789.29,2021-12-31
20450,2021-01-21,3324.33,2021-10-05
20451,2021-10-10,2356.79,2023-11-28
20452,2023-05-10,2577.59,2023-01-16
20453,2022-07-13,1104.41,2022-07-06
20454,2021-08-29,-578.60,2021-04-22
20455,2023-04-12,450.22,2021-02-03
20456,2021-02-14,2387.77,2023-05-30
20457,2023-06-04,-946.92,2022-04-03
20458,2022-02-01,4079.78,2021-09-14
20459,2022-04-28,4147.00,2022-05-26
20460,2022-05-13,2958.33,2023-01-31
20461,2023-09-28,219.67,2021-10-22
20462,2022-04-19,1993.23,2021-07-10
20463,2022-10-09,973.41,2023-05-26
20464,2023-03-01,3837.74,2023-12-04
20465,2023-08-17,4244.85,2022-07-12
20466,2023-11-21,1379.32,2022-07-08
20467,2022-09-16,3978.15,2022-10-01
20468,2021-01-11,176.43,2023-11-17
20469,2023-04-18,945.85,2022-12-16
20470,2023-06-26,2862.32,2021-08-20
20471,2023-01-17,2818.51,2023-04-01
20472,2022-05-06,978.09,2023-01-29
20473,2023-05-18,2323.77,2021-12-18
20474,2022-06-27,-4.38,2022-07-26
20475,2022-01-26,1640.97,2023-06-21
20476,2023-09-18,254.54,2022-09-22
20477,2023-11-07,-151.04,2023-01-23
20478,2022-07-30,1187.38,2022-05-05
20479,2022-11-29,2842.71,2021-11-21
20480,2021-01-12,4001.92,2022-01-03
20481,2022-09-09,3979.68,2023-12-08
20482,2021-02-24,1582.59,2021-02-06
20483,2023-04-26,-979.15,2021-07-20
20484,2021-04-01,1876.82,2022-03-10
20485,2021-09-01,276.80,2023-11-05
20486,2021-08-31,455.14,2023-02-18
20487,2022-05-26,687.13,2023-07-08
20488,2021-10-31,1069.48,2021-04-19
20489,2023-12-20,1035.23,2023-09-13
20490,2021-04-01,-611.25,2022-09-16
20491,2021-04-26,4437.92,2023-12-22
20492,2023-01-22,-479.36,2021-01-27
20493,2022-04-10,-749.71,2021-08-14
20494,2022-02-15,4960.94,2022-12-12
20495,2021-02-08,1535.43,2021-09-22
20496,2022-08-15,599.06,2023-02-15
20497,2022-10-01,4824.62,2023-10-10
20498,2021-11-19,601.25,2023-03-14
20499,2023-12-23,-978.09,2021-02-10
20500,2023-04-07,-307.59,2022-09-19
20501,2023-07-17,-159.05,2023-05-26
20502,2023-04-19,1409.66,2023-03-10
20503,2022-08-17,-778.42,2022-04-07
20504,2021-09-30,4822.25,2023-01-12
20505,2022-12-23,-441.13,2021-11-05
20506,2022-12-28,4572.40,2022-11-07
20507,2022-08-23,4417.86,2023-06-25
20508,2022-05-21,4281.16,2023-09-23
20509,2022-07-07,3201.74,2023-02-19
20510,2021-03-21,54.11,2023-02-25
20511,2022-05-07,2290.37,2021-12-24
20512,2022-08-23,3944.79,2022-12-07
20513,2021-09-05,1643.70,2022-10-18
20514,2023-06-09,4351.77,2023-12-17
20515,2023-11-16,4853.50,2022-01-04
20516,2021-08-27,-371.28,2023-02-13
20517,2023-11-30,4938.77,2023-06-23
20518,2022-07-05,4886.67,2021-02-09
20519,2022-09-15,3176.87,2023-07-03
20520,2021-08-17,1260.77,2022-01-20
20521,2021-08-15,1879.16,2022-11-19
20522,2023-01-29,1590.34,2023-11-25
20523,2021-07-14,-27.60,2021-04-27
20524,2021-10-27,2780.23,2023-10-11
20525,2021-01-28,4600.56,2022-12-19
20526,2023-09-01,622.24,2022-03-11
20527,2023-09-03,3058.35,2022-08-30
20528,2023-05-31,791.79,2021-09-09
20529,2022-12-23,3089.26,2023-12-19
20530,2021-02-06,3251.26,2021-05-27
20531,2021-08-16,2842.62,2023-01-10
20532,2023-11-20,3375.53,2023-02-25
20533,2023-11-01,4121.93,2021-07-05
20534,2022-12-23,1973.96,2023-11-10
20535,2022-08-23,-370.75,2021-08-25
20536,2021-01-02,1904.70,2021-04-17
20537,2022-05-21,-382.68,2022-01-20
20538,2021-01-17,-874.76,2021-12-10
20539,2021-03-21,-958.90,2021-01-29
20540,2022-04-27,4717.17,2021-09-03
20541,2021-01-03,1005.11,2023-09-16
20542,2021-12-21,4932.28,2023-09-10
20543,2021-09-21,2553.29,2022-07-28
20544,2022-09-02,273.97,2022-06-10
20545,2022-05-04,932.83,2022-04-10
20546,2021-03-16,408.37,2022-11-17
20547,2023-06-15,2714.18,2022-03-03
20548,2023-08-18,1533.77,2021-12-20
20549,2023-12-22,1593.24,2023-07-22
20550,2021-05-27,1207.94,2021-07-14
20551,2023-08-12,2984.83,2021-02-11
20552,2021-02-11,3551.37,2021-06-16
20553,2021-10-23,-270.75,2023-08-23
20554,2022-04-06,3970.85,2022-03-24
20555,2021-08-02,-270.92,2022-01-30
20556,2022-12-14,4393.94,2021-08-20
20557,2023-01-05,-150.80,2023-10-15
20558,2022-11-10,4022.41,2022-12-07
20559,2021-11-20,-491.42,2023-04-01
20560,2021-12-10,408.93,2023-07-22
20561,2022-05-07,4640.00,2023-09-02
20562,2021-11-24,-752.42,2021-07-06
20563,2023-06-01,562.61,2021-04-23
20564,2021-07-18,2928.84,2022-10-22
20565,2021-08-18,4719.51,2022-08-27
20566,2023-10-31,3220.42,2022-11-27
20567,2021-01-24,3126.99,2022-05-07
20568,2021-08-26,966.13,2022-06-13
20569,2023-07-18,2595.09,2021-02-23
20570,2022-09-15,1359.08,2022-04-20
20571,2023-09-07,1156.30,2022-11-21
20572,2022-07-02,3451.05,2021-12-15
20573,2022-11-11,3329.58,2021-10-15
20574,2023-01-09,2309.13,2023-06-19
20575,2023-08-20,-351.71,2021-10-07
20576,2022-03-04,2642.69,2022-12-14
20577,2022-07-31,1529.44,2022-03-06
20578,2023-05-25,4220.85,2023-02-05
20579,2021-09-03,1602.25,2022-05-13
20580,2023-12-05,-889.89,2021-12-10
20581,2021-01-05,2734.23,2021-06-26
20582,2023-06-18,-627.74,2022-12-31
20583,2021-07-14,755.29,2021-01-29
20584,2023-06-04,1229.87,2021-09-11
20585,2021-06-27,2750.87,2023-09-16
20586,2022-01-25,2426.86,2023-10-08
20587,2023-07-18,-599.20,2022-09-18
20588,2021-11-19,-332.72,2021-10-19
20589,2023-06-25,-630.59,2023-03-03
20590,2021-05-15,3240.33,2021-02-03
20591,2022-09-09,4542.48,2023-10-22
20592,2021-01-09,687.15,2021-09-30
20593,2021-08-19,2968.21,2021-02-12
20594,2022-03-05,245.56,2021-07-22
20595,2022-12-22,2491.98,2022-10-08
20596,2022-05-09,937.75,2022-12-06
20597,2023-01-10,1055.55,2023-11-02
20598,2021-02-19,132.90,2021-08-21
20599,2022-09-15,1484.18,2022-09-30
20600,2023-11-17,2097.51,2023-04-29
20601,2021-10-06,107.63,2022-01-14
20602,2023-08-27,431.06,2023-05-29
20603,2021-04-10,-494.77,2021-12-29
20604,2022-06-02,1129.44,2022-04-20
20605,2023-06-19,495.92,2022-04-04
20606,2021-04-25,-942.08,2021-01-07
20607,2021-05-12,-317.32,2021-07-22
20608,2023-09-14,2453.95,2021-12-18
20609,2022-04-11,2052.65,2021-12-28
20610,2022-07-01,-446.11,2022-01-11
20611,2022-12-20,3149.77,2023-10-09
20612,2022-09-07,4122.17,2023-11-22
20613,2021-11-14,1873.87,2021-04-27
20614,2021-07-16,927.26,2023-07-07
20615,2023-09-19,4488.49,2023-03-31
20616,2023-03-31,4829.60,2023-01-26
20617,2021-03-20,2734.17,2021-11-06
20618,2021-10-27,2527.29,2021-09-25
20619,2021-10-30,2007.89,2023-03-26
20620,2021-02-11,1615.87,2023-07-14
20621,2021-08-14,1167.95,2021-10-06
20622,2023-03-29,4616.67,2022-08-11
20623,2022-05-30,2950.26,2022-10-02
20624,2023-06-14,2825.74,2023-09-14
20625,2021-05-02,2796.77,2022-05-27
20626,2022-08-04,2005.55,2022-05-25
20627,2023-03-14,2076.96,2022-02-05
20628,2022-02-10,2829.08,2021-07-28
20629,2021-09-23,2242.49,2023-09-23
20630,2023-06-22,2618.04,2021-02-05
20631,2023-11-11,-818.63,2023-08-08
20632,2023-12-22,543.82,2022-06-28
20633,2023-06-02,2421.77,2022-08-08
20634,2021-05-22,4982.42,2021-06-05
20635,2022-07-25,4668.05,2023-09-24
20636,2022-01-22,4963.68,2023-06-20
20637,2022-10-30,-857.11,2023-02-06
20638,2021-09-06,4133.78,2022-07-22
20639,2021-03-02,2866.29,2022-10-19
20640,2021-10-19,679.87,2021-12-24
20641,2023-04-14,2790.51,2021-11-01
