id,transaction_date,amount,created_at
30166,2022-06-11,877.57,2023-07-30
30167,2021-02-23,1063.54,2021-04-15
30168,2021-03-06,1819.83,2022-12-21
30169,2023-10-25,4791.67,2023-03-12
30170,2023-01-02,4362.95,2022-08-17
30171,2022-10-25,4623.07,2021-02-28
30172,2021-02-15,681.97,2021-02-16
30173,2021-01-16,96.45,2023-05-06
30174,2022-12-31,4390.63,2021-10-03
30175,2022-05-17,4664.29,2023-02-05
30176,2022-01-11,1422.24,2021-04-30
30177,2022-08-17,-497.33,2023-09-25
30178,2022-08-04,3286.81,2021-01-29
30179,2021-01-31,4883.94,2021-09-11
30180,2023-09-16,1677.68,2021-03-06
30181,2021-02-05,1702.16,2023-12-22
30182,2023-07-09,3901.27,2022-05-16
30183,2022-06-28,4537.99,2023-11-24
30184,2023-01-19,1438.36,2022-10-01
30185,2023-02-04,655.26,2021-05-31
30186,2023-04-17,4721.55,2021-12-15
30187,2022-09-15,1196.78,2021-12-26
30188,2023-07-13,-734.31,2021-07-25
30189,2023-07-03,-697.05,2022-02-07
30190,2023-11-10,1727.63,2021-06-08
30191,2022-03-06,749.09,2022-11-09
30192,2023-03-01,336.51,2021-04-29
30193,2023-01-01,4354.36,2023-09-02
30194,2023-04-13,631.02,2022-10-19
30195,2021-11-15,1587.57,2022-01-29
30196,2023-03-06,1404.19,2021-04-28
30197,2021-12-08,-502.84,2023-12-22
30198,2021-02-24,3739.47,2023-04-08
30199,2022-04-11,1395.14,2022-09-01
30200,2022-07-21,1613.09,2022-03-07
30201,2023-12-27,-728.20,2022-05-03
30202,2023-06-02,3098.85,2022-01-07
30203,2022-12-19,939.41,2021-03-17
30204,2022-01-14,3225.62,2023-10-21
30205,2021-03-10,99.81,2022-09-07
30206,2022-01-18,1773.88,2022-05-07
30207,2022-12-12,-5.52,2023-04-05
30208,2021-09-12,1834.54,2021-12-09
30209,2023-07-03,2493.84,2022-07-11
30210,2023-07-03,3952.10,2022-04-30
30211,2023-09-05,4630.54,2022-01-03
30212,2021-08-23,3840.45,2023-01-03
30213,2021-11-14,2994.85,2023-04-09
30214,2023-09-04,-292.94,2022-03-10
30215,2021-07-25,3597.03,2022-06-05
30216,2023-07-02,2898.67,2021-04-23
30217,2022-02-07,167.73,2023-08-31
30218,2021-05-22,4211.30,2022-04-05
30219,2022-12-11,4722.65,2022-08-12
30220,2021-04-25,1771.38,2023-06-14
30221,2022-03-27,3518.51,2022-04-06
30222,2021-07-06,-243.59,2023-02-14
30223,2023-02-03,3136.08,2023-01-26
30224,2022-01-02,3690.47,2023-09-22
30225,2022-04-19,2003.88,2023-06-13
30226,2023-04-02,-8.69,2023-09-10
30227,2023-07-07,1010.20,2023-11-29
30228,2022-07-17,2089.59,2022-08-14
30229,2023-11-06,-418.95,2021-10-01
30230,2022-07-18,4706.14,2022-05-01
30231,2022-09-06,3578.86,2023-06-18
30232,2023-04-19,2892.43,2023-12-08
30233,2022-07-23,-419.89,2021-08-06
30234,2022-03-03,-43.35,2021-01-30
30235,2022-08-21,1192.43,2022-03-30
30236,2023-12-14,-282.00,2023-11-22
30237,2022-12-16,3135.50,2022-06-04
30238,2022-01-05,4871.11,2023-07-03
30239,2021-03-13,1581.02,2021-12-17
30240,2023-10-15,-118.25,2022-12-08
30241,2022-07-11,541.18,2023-01-28
30242,2021-11-25,-132.20,2021-01-19
30243,2022-11-28,1751.19,2022-01-02
30244,2022-11-28,4934.44,2022-10-26
30245,2023-06-05,3508.72,2021-08-07
30246,2022-06-26,-672.93,2023-01-16
30247,2022-12-26,3930.96,2022-11-15
30248,2023-04-05,2757.52,2022-04-12
30249,2023-07-18,-588.36,2023-03-22
30250,2021-09-18,288.54,2023-05-07
30251,2022-03-14,2903.59,2023-09-18
30252,2021-07-19,1574.40,2023-11-20
30253,2023-04-27,-684.99,2022-04-27
30254,2023-09-24,-232.03,2023-12-31
30255,2022-03-31,2404.40,2022-10-09
30256,2021-12-22,-260.60,2021-07-01
30257,2021-01-15,1813.86,2023-11-04
30258,2021-09-27,2449.11,2021-09-09
30259,2022-12-31,792.74,2023-11-05
30260,2023-01-15,3380.49,2023-08-21
30261,2022-10-01,-316.19,2021-07-24
30262,2022-03-27,1369.37,2022-04-30
30263,2021-07-28,1803.45,2022-08-24
30264,2021-03-23,2914.70,2021-09-22
30265,2022-02-07,2420.79,2021-07-26
30266,2023-02-27,4763.56,2021-05-27
30267,2021-09-14,4654.91,2022-12-29
30268,2023-06-16,3006.45,2021-04-05
30269,2023-11-25,3815.41,2021-01-16
30270,2023-06-02,4977.17,2021-08-24
30271,2021-10-15,2699.42,2021-04-13
30272,2021-11-23,1719.21,2022-05-17
30273,2021-10-10,1047.50,2022-05-27
30274,2023-10-29,4656.04,2022-01-28
30275,2022-05-06,376.59,2022-10-18
30276,2021-02-11,1937.50,2022-07-09
30277,2022-11-02,4698.62,2021-03-09
30278,2022-10-09,1867.25,2023-07-20
30279,2022-06-08,1298.25,2021-06-09
30280,2023-02-04,648.60,2021-06-17
30281,2021-04-08,254.47,2022-01-05
30282,2023-12-13,37.41,2023-01-28
30283,2021-01-07,949.12,2022-03-25
30284,2021-05-01,3720.42,2022-08-24
30285,2022-12-07,209.19,2023-10-20
30286,2023-05-11,1694.75,2021-08-06
30287,2022-07-11,2772.58,2022-02-04
30288,2023-01-24,786.19,2022-02-14
30289,2021-12-17,-248.49,2023-02-15
30290,2023-11-06,244.63,2021-05-20
30291,2022-11-02,4807.54,2023-07-16
30292,2023-11-26,2411.57,2023-05-27
30293,2022-01-20,1185.42,2021-09-23
30294,2023-09-07,4944.52,2023-10-12
30295,2022-04-08,3399.79,2021-02-03
30296,2023-12-21,2642.66,2023-07-16
30297,2023-11-30,-454.26,2022-11-12
30298,2022-01-14,2887.69,2022-02-19
30299,2021-02-18,2814.19,2022-06-11
30300,2022-03-03,4739.23,2021-03-10
30301,2021-11-26,-91.86,2023-10-15
30302,2022-07-08,659.43,2023-05-14
30303,2021-10-07,821.75,2023-05-22
30304,2023-01-15,383.35,2023-09-28
30305,2021-07-21,2670.91,2022-06-17
30306,2021-05-31,3088.13,2021-02-06
30307,2022-11-25,3776.05,2023-11-08
30308,2021-08-08,772.21,2021-12-11
30309,2022-08-14,2615.00,2022-04-08
30310,2021-05-30,2189.82,2021-07-15
30311,2022-03-28,2516.90,2023-04-10
30312,2022-11-18,3044.73,2022-07-17
30313,2023-07-14,2810.30,2021-03-06
30314,2022-12-31,3283.50,2022-01-13
30315,2021-04-26,967.20,2023-09-28
30316,2021-02-09,1866.50,2023-04-25
30317,2022-04-23,4859.99,2022-08-14
30318,2023-08-10,4129.91,2021-11-30
30319,2021-11-19,3696.92,2023-08-14
30320,2021-07-28,135.10,2023-05-05
30321,2021-02-07,675.98,2023-01-15
30322,2021-07-03,2414.39,2023-01-11
30323,2021-12-03,1933.03,2021-08-22
30324,2023-10-31,-7.68,2021-06-05
30325,2022-12-21,3570.18,2023-10-03
30326,2021-10-10,3228.09,2023-08-22
30327,2021-01-26,1557.96,2023-12-09
30328,2022-08-16,1962.42,2021-06-05
30329,2021-05-18,2957.05,2021-04-20
30330,2023-11-15,2697.42,2023-10-18
30331,2022-10-27,553.28,2021-04-21
30332,2022-07-26,1146.12,2021-08-21
30333,2021-03-26,81.94,2022-10-24
30334,2021-08-01,2500.91,2022-09-29
30335,2023-05-21,4203.94,2023-04-16
30336,2021-10-07,779.40,2022-02-01
30337,2023-05-27,546.82,2021-08-09
30338,2021-11-14,683.31,2022-10-22
30339,2021-09-12,-706.21,2022-01-16
30340,2021-09-18,3959.40,2023-09-21
30341,2022-04-23,4129.51,2021-05-01
30342,2023-10-05,1261.43,2022-04-24
30343,2021-06-30,2376.06,2022-07-30
30344,2023-03-02,2594.82,2023-03-17
30345,2022-09-09,-611.69,2021-04-30
30346,2022-03-04,608.69,2021-01-24
30347,2023-07-19,71.63,2023-01-09
30348,2022-08-15,4354.78,2023-12-14
30349,2022-06-29,94.08,2023-09-30
30350,2022-06-30,3852.32,2022-05-04
30351,2023-11-06,4063.90,2023-12-27
30352,2021-06-06,4174.86,2023-07-02
30353,2023-05-05,3572.85,2022-02-28
30354,2023-06-22,3308.25,2022-03-28
30355,2021-08-12,908.54,2021-12-04
30356,2022-05-26,869.39,2023-04-20
30357,2021-03-14,1191.80,2023-01-24
30358,2021-08-18,4518.45,2021-05-26
30359,2023-12-20,-475.83,2023-11-04
30360,2022-10-31,299.65,2022-10-05
30361,2021-03-02,2652.36,2023-02-06
30362,2021-07-02,2147.73,2021-02-23
30363,2023-08-01,3685.07,2023-10-18
30364,2023-12-14,829.65,2021-08-19
30365,2022-08-31,-735.28,2021-02-19
30366,2021-10-04,-360.69,2022-10-16
30367,2022-05-11,4474.31,2023-01-17
30368,2021-05-29,2726.59,2023-05-08
30369,2023-11-11,2038.58,2023-05-18
30370,2022-01-11,3945.41,2023-10-25
30371,2022-12-31,4009.99,2023-06-27
30372,2021-10-16,2119.42,2022-11-16
30373,2022-03-16,3198.80,2023-11-30
30374,2023-10-11,1441.70,2022-08-12
30375,2023-12-02,3266.47,2023-01-24
30376,2022-09-24,3087.94,2023-04-02
30377,2022-10-06,1192.90,2022-02-27
30378,2022-11-02,2093.20,2023-06-01
30379,2021-06-25,2970.27,2023-12-21
30380,2022-09-05,288.65,2022-04-11
30381,2021-08-08,2166.30,2021-10-04
30382,2021-08-17,1898.00,2022-07-05
30383,2023-11-26,3170.55,2023-01-06
30384,2023-06-03,1697.97,2021-05-01
30385,2023-11-28,-862.92,2021-12-17
30386,2021-09-03,4148.17,2023-03-25
30387,2023-01-22,3663.79,2022-03-28
30388,2023-09-03,3609.41,2023-06-13
30389,2023-08-27,-121.76,2021-08-23
30390,2022-08-22,1907.19,2021-02-05
30391,2022-09-18,-697.14,2023-11-01
30392,2023-12-22,173.77,2022-02-20
30393,2021-02-09,1432.15,2023-12-13
30394,2023-09-09,-117.60,2022-01-14
30395,2023-02-21,2526.67,2022-02-05
30396,2023-04-24,1271.47,2023-02-28
30397,2022-07-23,3507.90,2021-02-06
30398,2023-12-29,4414.09,2021-11-15
30399,2022-07-28,657.22,2023-10-23
30400,2021-05-22,4192.24,2023-10-05
30401,2023-05-10,2032.42,2022-02-18
30402,2023-12-20,3488.98,2022-07-20
30403,2023-02-27,3834.27,2021-09-27
30404,2021-10-31,2943.88,2023-02-06
30405,2021-03-23,-551.53,2022-10-31
30406,2023-08-29,1180.72,2023-08-23
30407,2022-01-12,1609.77,2022-03-03
30408,2021-06-10,2404.03,2023-04-14
30409,2023-11-10,3822.58,2021-08-02
30410,2022-08-26,131.29,2021-05-27
30411,2021-03-15,739.15,2023-12-24
30412,2021-12-31,1831.59,2023-11-19
30413,2022-07-10,4140.36,2022-05-17
30414,2022-05-02,2369.67,2023-04-19
30415,2023-05-18,2604.55,2021-04-03
30416,2021-12-19,3448.67,2023-07-25
30417,2023-02-27,2879.90,2023-11-15
30418,2023-08-03,1004.61,2021-02-12
30419,2023-10-11,2089.34,2022-12-05
30420,2023-03-03,499.35,2022-08-30
30421,2023-04-25,3533.33,2023-06-09
30422,2021-05-23,2207.47,2021-06-03
30423,2021-10-28,991.02,2022-10-22
30424,2021-08-24,2297.57,2022-02-20
30425,2023-02-12,1607.56,2022-05-25
30426,2021-11-03,3267.63,2023-11-17
30427,2023-06-08,1718.87,2021-01-18
30428,2023-12-15,-906.14,2021-04-16
30429,2023-02-23,2164.56,2021-07-30
30430,2021-07-29,1929.22,2021-11-21
30431,2023-12-07,-956.13,2022-05-26
30432,2022-11-08,4357.84,2021-06-02
30433,2021-04-09,4178.20,2021-12-19
30434,2023-11-30,4576.43,2022-04-23
30435,2023-12-18,1573.93,2022-09-10
30436,2021-04-26,-421.11,2021-10-16
30437,2021-02-18,4326.68,2022-04-25
30438,2021-07-12,855.46,2022-03-07
30439,2021-10-15,862.52,2021-09-19
30440,2022-10-29,2820.80,2022-11-04
30441,2023-12-15,4427.53,2021-02-19
30442,2022-12-06,1499.89,2023-07-16
30443,2022-05-08,4383.24,2023-04-22
30444,2021-07-20,855.14,2022-09-20
30445,2022-11-28,2735.39,2021-12-27
30446,2023-09-22,3272.80,2022-12-31
30447,2021-04-13,-685.31,2022-08-25
30448,2023-10-20,4496.71,2023-04-12
30449,2022-07-18,-236.68,2022-10-17
30450,2022-03-27,3468.25,2022-06-14
30451,2023-02-14,-929.51,2023-03-19
30452,2022-09-26,3099.58,2021-08-03
30453,2021-04-19,82.38,2023-12-08
30454,2022-03-27,3850.47,2022-08-27
30455,2022-12-11,-106.83,2021-02-06
30456,2022-02-18,1066.33,2023-02-22
30457,2023-04-11,1672.64,2023-07-21
30458,2022-12-18,4715.21,2023-06-22
30459,2023-05-30,-701.79,2023-04-26
30460,2022-01-21,2247.47,2023-03-15
30461,2022-11-27,1976.10,2023-05-10
30462,2021-03-06,-975.33,2023-06-28
30463,2023-04-08,3744.81,2021-03-13
30464,2021-07-16,4265.50,2022-12-17
30465,2021-02-26,4987.15,2021-03-15
30466,2022-11-16,2498.18,2021-04-02
30467,2023-02-09,3173.05,2021-12-29
30468,2023-07-07,4744.05,2022-07-10
30469,2023-12-19,580.82,2022-02-18
30470,2021-10-03,3937.56,2022-03-05
30471,2021-11-01,3431.22,2022-06-10
30472,2021-09-20,1775.06,2023-03-23
30473,2022-03-29,782.39,2023-03-11
30474,2022-01-17,831.34,2023-06-25
30475,2021-02-24,4796.17,2022-05-29
30476,2021-04-07,3979.66,2021-12-22
30477,2023-04-15,2721.61,2022-05-12
30478,2021-01-18,681.93,2022-07-03
30479,2021-12-20,1236.28,2021-08-20
30480,2022-02-03,1806.06,2023-09-02
30481,2023-12-25,371.60,2023-10-02
30482,2022-04-03,15.50,2022-10-04
30483,2023-02-18,62.40,2021-05-04
30484,2023-09-20,4140.21,2021-08-18
30485,2022-09-16,2899.50,2023-07-23
30486,2021-10-31,4580.35,2021-02-21
30487,2023-07-17,4826.37,2023-05-14
30488,2021-09-19,3952.30,2022-04-10
30489,2023-10-20,1527.21,2021-04-12
30490,2022-04-16,-238.77,2023-10-03
30491,2021-01-26,-689.18,2023-02-03
30492,2022-03-17,1450.69,2021-07-26
30493,2022-11-14,-625.58,2022-10-30
30494,2023-05-21,3158.15,2022-07-22
30495,2023-03-23,2725.32,2022-04-25
30496,2021-04-01,1264.21,2023-01-01
30497,2023-04-29,4456.47,2021-12-30
30498,2021-07-11,1579.23,2022-08-10
30499,2021-09-24,2599.62,2021-08-31
30500,2022-09-07,-515.27,2021-12-11
30501,2021-02-23,3327.10,2023-11-27
30502,2022-01-03,2711.72,2023-08-08
30503,2021-06-13,124.16,2022-06-25
30504,2023-01-23,3307.18,2023-09-14
30505,2022-09-10,1224.37,2023-09-24
30506,2022-08-15,3164.37,2021-03-21
30507,2022-06-22,55.47,2023-03-15
30508,2023-11-21,447.06,2021-09-17
30509,2023-07-09,4518.42,2021-07-10
30510,2022-08-01,2961.69,2022-04-18
30511,2022-08-08,86.38,2023-08-24
30512,2021-05-04,2114.81,2021-09-22
30513,2023-08-07,3549.40,2021-04-18
30514,2022-11-04,411.83,2022-10-11
30515,2021-06-25,4130.75,2022-02-15
30516,2022-01-29,-834.73,2023-10-06
30517,2021-01-03,700.59,2023-02-17
30518,2022-06-01,-527.12,2021-09-11
30519,2023-05-31,-428.63,2023-12-10
30520,2022-05-31,4346.91,2021-12-02
30521,2023-11-13,-979.21,2021-01-30
30522,2022-07-02,1504.41,2021-11-08
30523,2021-02-24,4522.13,2023-02-16
30524,2023-07-01,-727.44,2021-05-14
30525,2023-04-01,4778.08,2023-09-21
30526,2023-11-11,2626.16,2021-06-30
30527,2023-04-25,2528.65,2022-12-17
30528,2023-03-16,4075.84,2021-03-21
30529,2023-12-10,4123.42,2021-04-09
30530,2022-11-01,1788.49,2022-08-15
30531,2022-10-17,-368.98,2022-01-13
30532,2023-08-20,801.82,2023-07-18
30533,2021-03-22,2680.54,2022-05-13
30534,2021-09-06,2309.09,2021-05-20
30535,2022-07-30,1418.90,2021-09-24
30536,2022-01-25,3987.38,2023-01-03
30537,2023-05-08,447.97,2021-02-06
30538,2023-07-17,4253.17,2022-08-03
30539,2021-02-22,4258.79,2021-08-20
30540,2022-08-28,3849.72,2021-07-05
30541,2022-11-04,1133.01,2021-06-09
30542,2022-04-19,2411.85,2021-06-23
30543,2023-02-28,-211.07,2021-08-27
30544,2022-01-01,-853.73,2023-06-02
30545,2022-04-04,1695.27,2023-12-03
30546,2023-11-01,516.31,2021-07-22
30547,2021-03-09,1171.48,2023-05-20
30548,2021-09-03,717.04,2023-10-13
30549,2021-12-26,471.52,2023-12-04
30550,2023-07-05,2644.83,2021-06-15
30551,2022-05-05,2506.76,2022-05-09
30552,2022-02-09,-134.35,2023-04-17
30553,2021-07-29,-645.35,2023-08-27
30554,2021-04-20,3018.64,2023-10-24
30555,2021-07-10,1553.04,2023-02-27
30556,2021-01-10,559.98,2023-05-21
30557,2021-05-01,3545.95,2021-09-12
30558,2021-02-18,4525.63,2023-07-15
30559,2022-03-25,1258.43,2021-04-07
30560,2021-08-13,4404.17,2022-08-05
30561,2023-12-20,3469.92,2021-03-10
30562,2021-08-13,4380.13,2023-04-29
30563,2022-07-25,845.10,2021-05-22
30564,2023-09-08,4639.54,2021-09-16
30565,2022-04-01,4855.06,2021-09-28
30566,2023-06-05,2058.11,2021-02-05
30567,2022-12-12,212.13,2021-02-12
30568,2022-07-15,3932.23,2022-03-04
30569,2021-02-16,2698.27,2021-09-30
30570,2023-09-23,1725.92,2022-07-26
30571,2021-03-18,285.31,2021-08-27
30572,2021-11-10,2169.53,2021-04-11
30573,2022-02-04,3600.35,2021-11-12
30574,2023-10-20,1336.80,2021-07-01
30575,2023-06-03,822.12,2022-07-25
30576,2022-07-08,1927.31,2021-12-13
30577,2021-07-31,2908.06,2023-02-16
30578,2022-05-04,3921.42,2023-04-24
30579,2021-10-23,672.74,2022-09-03
30580,2023-11-24,2502.64,2023-08-09
30581,2021-11-13,2821.74,2023-10-19
30582,2023-03-12,4058.29,2021-02-24
30583,2022-07-30,3389.43,2022-08-05
30584,2022-11-23,1212.16,2023-08-19
30585,2023-02-08,1672.72,2021-12-09
30586,2021-12-25,4874.15,2021-08-03
30587,2021-09-11,-447.30,2021-12-14
30588,2021-12-20,2808.49,2021-01-01
30589,2023-04-28,117.43,2023-08-15
30590,2022-05-05,-131.77,2022-01-10
30591,2022-05-04,2942.60,2021-07-26
30592,2023-07-22,3124.25,2023-03-19
30593,2023-03-05,-329.79,2022-11-23
30594,2022-10-20,2797.43,2021-03-02
30595,2023-09-01,2337.37,2021-03-18
30596,2023-12-24,-25.34,2021-04-21
30597,2021-02-26,985.08,2023-05-24
30598,2022-09-25,4987.70,2023-09-01
30599,2023-06-19,641.44,2022-05-17
30600,2023-04-20,3319.75,2021-06-15
30601,2021-12-24,2969.89,2023-02-24
30602,2021-03-07,277.93,2023-09-17
30603,2021-11-24,4873.70,2023-12-22
30604,2023-06-02,543.86,2022-10-26
30605,2022-10-15,2144.49,2021-01-14
30606,2022-05-20,786.63,2022-03-18
30607,2021-09-20,4816.35,2023-04-23
30608,2021-09-14,1919.80,2022-08-27
30609,2023-07-14,2057.41,2021-04-06
30610,2021-04-14,1100.82,2021-06-19
30611,2023-12-31,412.93,2022-10-02
30612,2023-03-21,2223.48,2023-12-09
30613,2021-09-02,3368.92,2021-03-30
30614,2023-10-08,-908.42,2023-12-30
30615,2022-01-07,1466.03,2021-11-07
30616,2021-01-06,-110.83,2023-06-30
30617,2021-12-16,4125.16,2022-08-02
30618,2023-05-20,4763.16,2021-11-08
30619,2021-07-02,3413.25,2022-10-14
30620,2021-04-08,2823.69,2023-06-14
30621,2021-12-15,221.92,2023-04-18
30622,2021-12-18,2451.89,2022-04-09
30623,2023-11-04,3916.81,2022-01-02
30624,2021-04-10,-460.68,2021-11-07
30625,2022-05-24,395.69,2022-08-29
30626,2023-07-25,743.33,2022-08-04
30627,2023-07-13,254.92,2023-09-15
30628,2023-09-05,-519.07,2021-03-23
30629,2022-12-29,3785.23,2021-12-18
30630,2021-07-22,2932.44,2023-03-08
30631,2023-03-03,4876.37,2022-08-31
30632,2021-06-14,1124.65,2021-07-10
30633,2022-02-06,4472.56,2023-05-22
30634,2023-02-18,1525.06,2022-09-02
30635,2023-10-21,3894.41,2023-07-08
30636,2023-02-17,3285.64,2022-06-12
30637,2021-08-14,2925.95,2021-03-20
30638,2022-07-25,969.05,2021-06-04
30639,2021-03-15,4074.66,2022-12-11
30640,2021-03-15,3410.25,2021-12-26
30641,2021-09-01,3064.54,2023-01-04
30642,2023-11-27,2760.41,2023-02-09
