id,transaction_date,amount,created_at
40159,2023-03-30,433.95,2023-01-28
40160,2023-11-12,-605.78,2023-07-03
40161,2023-08-03,4382.41,2022-02-21
40162,2023-08-25,1008.72,2023-12-13
40163,2023-06-05,1035.58,2021-10-16
40164,2023-08-23,2077.18,2022-02-11
40165,2022-02-24,-656.02,2022-11-19
40166,2022-07-16,4804.88,2021-08-04
40167,2021-05-04,-69.44,2022-03-10
40168,2021-10-31,-959.14,2021-03-09
40169,2022-10-31,-969.81,2023-06-09
40170,2021-08-03,-998.21,2022-07-21
40171,2023-02-16,3191.06,2023-10-12
40172,2021-11-23,2415.52,2022-10-10
40173,2023-07-23,3622.37,2022-05-13
40174,2021-05-24,807.22,2022-09-21
40175,2023-02-09,94.28,2023-03-24
40176,2021-04-13,2240.80,2022-10-18
40177,2022-12-27,3716.24,2023-10-01
40178,2023-11-06,1472.65,2023-03-19
40179,2022-10-08,49.90,2022-07-08
40180,2022-07-11,2024.70,2023-12-02
40181,2022-12-09,3783.13,2021-06-18
40182,2021-03-10,4471.67,2022-07-19
40183,2022-11-04,3992.65,2021-01-10
40184,2023-02-13,8.52,2022-03-28
40185,2023-12-10,4369.86,2021-06-15
40186,2022-02-14,695.39,2022-11-22
40187,2023-08-27,1822.35,2021-09-01
40188,2022-07-19,3891.97,2022-03-29
40189,2022-07-23,1788.45,2023-12-22
40190,2021-03-25,3551.00,2023-01-28
40191,2023-10-18,-372.86,2023-01-27
40192,2023-02-13,4082.76,2023-06-11
40193,2023-07-23,2781.18,2023-05-20
40194,2023-10-24,1250.27,2022-05-10
40195,2022-06-09,4601.98,2022-10-05
40196,2022-08-26,1813.69,2021-06-16
40197,2021-05-09,1779.79,2023-02-22
40198,2022-12-29,-801.70,2021-04-01
40199,2021-09-18,412.34,2023-09-09
40200,2023-12-05,4907.59,2023-05-27
40201,2023-02-19,-732.42,2023-05-10
40202,2021-05-04,3565.44,2023-06-07
40203,2021-01-22,-646.66,2022-12-22
40204,2021-07-06,1504.49,2021-03-24
40205,2022-09-21,3244.58,2022-12-08
40206,2021-03-27,707.57,2021-11-04
40207,2021-12-01,4084.27,2023-06-03
40208,2023-06-05,9.83,2022-07-15
40209,2021-07-18,-87.78,2022-05-17
40210,2023-04-14,1445.18,2022-09-07
40211,2023-03-07,-398.07,2021-04-04
40212,2021-03-16,2228.06,2022-09-09
40213,2022-09-23,1537.80,2022-01-07
40214,2023-08-21,1681.22,2022-02-01
40215,2022-09-26,3269.67,2023-03-24
40216,2022-09-14,4513.87,2022-10-13
40217,2023-09-15,4050.68,2022-08-18
40218,2022-08-27,718.20,2023-04-16
40219,2022-03-16,411.89,2022-04-10
40220,2022-01-25,-498.69,2021-02-25
40221,2021-12-14,1172.49,2022-10-31
40222,2023-09-02,4624.47,2021-08-16
40223,2022-12-10,-59.99,2022-12-10
40224,2023-10-02,-34.63,2023-04-10
40225,2022-05-04,2567.98,2022-05-06
40226,2023-08-14,4858.39,2022-12-17
40227,2023-01-12,4746.44,2021-08-11
40228,2022-07-19,-207.48,2021-06-05
40229,2023-12-24,2545.34,2023-05-06
40230,2022-05-25,545.57,2022-11-06
40231,2023-07-22,201.72,2021-06-20
40232,2021-08-24,1059.29,2023-09-12
40233,2021-05-12,16.87,2022-01-07
40234,2021-08-09,3972.97,2022-07-13
40235,2023-04-18,292.76,2021-09-01
40236,2021-06-19,3523.50,2022-08-22
40237,2022-02-22,779.34,2022-10-19
40238,2021-07-01,3825.32,2021-11-18
40239,2023-06-15,4865.56,2022-08-21
40240,2021-12-15,-831.81,2022-08-23
40241,2022-10-26,-987.18,2022-04-11
40242,2022-08-02,-398.70,2021-11-05
40243,2022-01-28,3387.47,2021-10-10
40244,2023-04-01,273.71,2021-06-17
40245,2021-05-11,-280.03,2022-02-14
40246,2023-06-10,2478.61,2022-06-24
40247,2023-06-30,-524.57,2022-11-28
40248,2022-05-17,1332.42,2022-12-21
40249,2021-08-24,3719.87,2022-08-22
40250,2021-11-24,3033.97,2022-05-17
40251,2023-03-02,-490.46,2022-08-19
40252,2023-08-16,-583.64,2021-11-07
40253,2022-03-06,4553.83,2022-12-29
40254,2022-02-15,538.04,2021-09-29
40255,2022-03-14,4742.02,2021-07-27
40256,2021-06-06,1765.63,2022-10-25
40257,2023-09-19,2590.25,2023-08-08
40258,2022-05-24,2630.28,2023-10-29
40259,2022-06-16,2219.81,2021-10-24
40260,2023-04-03,1025.63,2023-02-28
40261,2023-05-25,2155.13,2021-11-12
40262,2022-02-28,453.53,2021-02-09
40263,2021-08-24,1116.78,2023-05-14
40264,2023-11-14,4776.64,2021-02-18
40265,2022-10-10,2901.20,2022-06-11
40266,2023-09-02,3668.11,2021-04-12
40267,2023-11-07,4256.35,2022-04-30
40268,2022-09-15,4676.12,2023-03-06
40269,2022-04-03,2847.68,2023-11-04
40270,2022-01-25,2930.71,2023-01-27
40271,2022-02-10,3422.37,2023-08-14
40272,2021-07-23,596.41,2023-03-18
40273,2021-11-12,-707.81,2023-06-30
40274,2022-08-28,2037.35,2023-07-27
40275,2022-10-23,3546.35,2022-01-25
40276,2023-03-01,709.48,2021-07-26
40277,2022-08-08,4857.83,2022-01-31
40278,2022-12-02,4297.10,2022-04-13
40279,2023-11-01,3447.01,2022-07-16
40280,2022-11-26,2143.36,2023-12-23
40281,2021-09-03,1791.81,2022-06-20
40282,2022-12-22,1212.53,2021-04-24
40283,2022-06-30,4542.27,2021-10-14
40284,2021-05-06,2183.01,2023-07-02
40285,2023-10-20,4133.16,2023-07-12
40286,2023-01-07,3841.19,2022-02-25
40287,2022-08-14,2432.74,2021-03-30
40288,2023-07-04,4784.78,2022-01-20
40289,2021-03-27,3769.48,2023-10-26
40290,2023-01-02,3276.40,2021-12-16
40291,2023-04-06,-807.33,2022-08-24
40292,2022-06-01,2083.94,2023-03-29
40293,2023-04-17,-249.93,2023-08-10
40294,2023-12-22,2603.41,2021-08-08
40295,2023-08-23,-745.21,2023-10-04
40296,2021-09-07,3544.84,2022-08-09
40297,2022-09-07,4869.99,2021-04-05
40298,2023-02-27,1474.81,2021-07-25
40299,2022-12-31,1601.84,2023-12-02
40300,2021-05-17,1799.17,2021-11-30
40301,2022-04-29,1460.26,2021-12-23
40302,2022-11-25,1532.06,2023-11-19
40303,2023-03-13,764.65,2022-05-15
40304,2023-02-19,4790.17,2021-01-07
40305,2023-09-29,3884.35,2021-02-11
40306,2021-06-09,1048.88,2022-02-19
40307,2023-11-17,2188.84,2022-04-03
40308,2021-02-10,638.33,2021-03-20
40309,2023-04-12,-154.84,2021-06-18
40310,2023-11-03,115.96,2022-04-19
40311,2021-01-01,2206.77,2022-03-18
40312,2022-04-17,4541.71,2022-05-31
40313,2022-07-31,313.53,2023-08-25
40314,2021-03-14,1131.59,2022-10-13
40315,2021-06-15,1821.85,2021-04-06
40316,2022-09-27,2043.09,2022-05-28
40317,2022-12-18,2508.34,2023-11-10
40318,2022-12-23,2969.95,2023-10-27
40319,2021-10-06,3571.63,2022-08-28
40320,2022-01-08,-974.29,2022-08-10
40321,2022-03-13,4791.71,2022-07-27
40322,2023-05-06,4492.76,2021-09-10
40323,2023-01-26,2904.29,2021-09-26
40324,2022-03-07,4950.18,2023-05-07
40325,2023-03-10,1946.99,2022-12-04
40326,2021-11-10,1620.36,2022-09-22
40327,2021-03-19,-801.22,2022-06-18
40328,2022-02-16,-402.92,2023-12-21
40329,2023-01-15,3799.06,2022-08-02
40330,2021-11-27,3144.64,2021-01-23
40331,2022-06-16,327.77,2021-04-10
40332,2023-07-06,-266.80,2023-12-16
40333,2021-12-19,-226.97,2022-04-29
40334,2023-05-18,3715.85,2021-04-30
40335,2021-11-17,1351.67,2021-01-14
40336,2021-01-08,1956.78,2021-01-23
40337,2021-07-03,4870.68,2021-05-11
40338,2022-11-08,3087.62,2022-05-10
40339,2021-02-16,4319.97,2022-12-03
40340,2022-01-25,304.65,2022-06-16
40341,2023-12-04,352.48,2021-08-05
40342,2022-12-29,4114.46,2021-02-22
40343,2022-08-15,2239.94,2021-07-12
40344,2023-01-27,-966.10,2022-12-09
40345,2021-05-21,1362.42,2022-09-13
40346,2021-06-24,252.12,2022-02-17
40347,2022-11-10,1853.00,2021-01-29
40348,2023-01-18,-931.44,2021-07-16
40349,2023-02-27,-460.14,2021-06-09
40350,2023-03-13,2916.92,2021-08-13
40351,2023-06-02,1919.60,2022-10-14
40352,2021-03-22,-643.19,2023-09-28
40353,2021-04-17,717.94,2022-09-07
40354,2021-02-16,3596.64,2022-04-27
40355,2021-12-31,4850.68,2022-04-07
40356,2023-08-10,344.10,2023-03-05
40357,2021-07-12,2053.09,2021-01-19
40358,2023-08-30,4152.69,2021-03-11
40359,2022-12-02,-444.19,2022-03-04
40360,2021-10-27,2841.63,2021-05-03
40361,2021-01-12,317.55,2021-06-19
40362,2021-07-10,-156.91,2021-02-05
40363,2022-12-09,2749.80,2023-03-15
40364,2021-02-21,3302.84,2023-07-29
40365,2022-03-14,957.80,2021-04-12
40366,2023-02-20,38.24,2021-06-08
40367,2023-06-03,2360.84,2022-12-19
40368,2022-10-18,1036.74,2021-12-08
40369,2022-09-03,759.58,2021-09-06
40370,2021-09-09,628.60,2021-10-31
40371,2023-05-27,482.05,2023-12-20
40372,2022-07-31,-81.99,2021-02-11
40373,2022-02-26,4545.58,2022-12-01
40374,2021-01-26,3756.05,2021-06-11
40375,2023-06-08,1563.30,2022-09-04
40376,2023-06-02,2746.39,2021-03-03
40377,2023-06-22,-385.07,2023-11-20
40378,2021-06-11,4710.12,2023-09-13
40379,2023-11-28,1125.56,2023-02-02
40380,2023-03-22,-277.53,2023-10-25
40381,2023-02-11,4025.35,2022-07-20
40382,2021-08-16,2929.77,2023-08-26
40383,2023-12-28,3533.11,2022-08-27
40384,2023-05-18,-497.31,2022-10-22
40385,2022-03-06,4505.32,2021-03-29
40386,2023-03-04,-294.35,2023-01-28
40387,2023-05-25,470.01,2022-10-20
40388,2023-03-24,-563.38,2023-10-15
40389,2021-03-06,-73.46,2022-10-04
40390,2022-09-18,275.07,2021-10-21
40391,2023-10-09,2145.38,2021-08-14
40392,2023-09-16,-286.84,2021-11-01
40393,2021-07-07,4276.60,2023-09-26
40394,2023-10-21,1301.57,2022-12-21
40395,2022-04-05,-223.97,2021-12-16
40396,2022-05-03,-898.12,2023-05-16
40397,2023-11-18,4971.33,2023-05-25
40398,2022-10-23,2551.89,2023-08-20
40399,2023-06-10,1727.65,2023-03-05
40400,2022-11-19,4347.16,2021-05-02
40401,2023-07-10,1395.43,2023-10-23
40402,2022-02-13,3114.67,2023-04-21
40403,2023-03-12,-615.22,2023-08-01
40404,2022-05-19,-310.03,2023-08-20
40405,2021-08-17,668.10,2022-10-27
40406,2022-02-11,3866.27,2021-02-22
40407,2021-09-28,-416.84,2023-08-08
40408,2023-06-01,2770.65,2021-12-13
40409,2021-10-16,3945.88,2022-03-14
40410,2023-12-31,4010.31,2021-05-03
40411,2023-03-06,4622.44,2022-10-31
40412,2021-03-15,3066.63,2021-01-17
40413,2023-12-14,3951.13,2022-07-10
40414,2021-10-17,1694.30,2021-09-12
40415,2023-10-22,3805.38,2021-01-29
40416,2022-08-31,-324.25,2023-08-13
40417,2023-09-25,-616.52,2022-07-19
40418,2022-03-02,-894.20,2021-11-05
40419,2021-10-29,2184.81,2021-03-15
40420,2021-07-17,1741.07,2023-12-15
40421,2023-04-26,1178.79,2022-02-23
40422,2022-09-24,3967.05,2023-08-10
40423,2023-11-03,3975.21,2022-11-16
40424,2021-08-22,1280.71,2022-09-04
40425,2023-10-05,4166.00,2021-04-08
40426,2021-10-07,4436.20,2021-06-21
40427,2021-04-18,158.85,2022-06-15
40428,2023-03-21,-647.15,2023-05-26
40429,2023-09-23,1836.81,2021-03-14
40430,2023-09-16,3038.09,2023-12-11
40431,2023-03-06,978.04,2022-10-03
40432,2022-10-19,2249.12,2023-06-25
40433,2021-07-15,1961.30,2022-08-25
40434,2023-12-14,3021.97,2021-11-29
40435,2023-01-26,1149.96,2023-02-11
40436,2021-08-29,3350.14,2021-07-14
40437,2022-06-09,1830.74,2021-11-28
40438,2022-09-15,3428.68,2023-08-05
40439,2021-08-30,810.47,2023-05-20
40440,2022-06-25,2737.66,2022-07-12
40441,2021-10-10,1177.17,2022-01-05
40442,2023-10-27,1243.84,2021-03-12
40443,2022-07-20,2551.63,2021-11-14
40444,2021-05-30,2941.48,2021-11-20
40445,2021-07-08,399.27,2022-08-14
40446,2023-01-26,3425.57,2023-07-14
40447,2022-10-15,1841.55,2022-07-06
40448,2021-09-24,4391.71,2021-03-26
40449,2022-12-23,3416.34,2022-12-01
40450,2021-10-26,747.80,2022-06-02
40451,2023-01-01,1773.97,2021-09-23
40452,2021-06-29,2361.30,2022-06-17
40453,2021-05-04,-639.68,2022-02-25
40454,2023-04-12,3124.14,2023-11-20
40455,2023-02-05,4735.27,2021-03-07
40456,2023-01-05,513.23,2023-01-07
40457,2021-11-26,1598.04,2022-09-09
40458,2022-09-11,3704.83,2021-02-04
40459,2021-09-04,2519.53,2022-11-29
40460,2021-12-02,-753.15,2022-04-10
40461,2022-10-30,1220.60,2023-03-12
40462,2023-02-15,1933.38,2023-02-08
40463,2022-03-12,167.26,2023-06-02
40464,2021-09-09,4817.38,2023-05-12
40465,2022-12-31,-677.15,2021-03-31
40466,2022-02-10,-644.11,2022-10-12
40467,2023-04-26,4919.93,2023-04-25
40468,2023-07-04,3706.55,2022-03-02
40469,2021-09-02,337.76,2021-04-03
40470,2023-09-04,-210.95,2021-01-03
40471,2023-01-10,4410.34,2023-05-03
40472,2021-12-14,2134.85,2021-12-29
40473,2023-11-26,-208.76,2022-04-04
40474,2023-02-24,1625.94,2023-08-28
40475,2022-03-17,3126.92,2023-09-29
40476,2021-01-23,3539.28,2022-07-16
40477,2021-06-10,3919.08,2021-06-29
40478,2021-10-13,3357.97,2022-05-21
40479,2023-09-15,-855.77,2021-04-03
40480,2021-07-01,978.14,2022-11-06
40481,2022-06-16,66.06,2021-10-31
40482,2022-09-11,-803.47,2022-08-08
40483,2021-07-30,1901.08,2022-05-13
40484,2021-07-18,807.50,2022-02-05
40485,2022-08-03,4159.99,2023-11-30
40486,2023-08-19,286.35,2023-03-22
40487,2022-10-22,-831.26,2022-01-16
40488,2023-12-04,-149.22,2021-01-06
40489,2021-06-23,4981.32,2022-01-23
40490,2021-02-13,3441.37,2021-02-13
40491,2021-03-30,4848.90,2021-10-22
40492,2021-11-01,864.42,2021-05-22
40493,2021-04-27,4272.62,2023-08-09
40494,2021-03-14,-689.15,2023-12-18
40495,2021-06-12,4709.67,2023-09-20
40496,2021-02-04,-249.05,2023-05-04
40497,2022-11-13,2823.22,2023-02-10
40498,2023-05-11,2763.32,2023-02-23
40499,2023-09-21,4750.36,2022-01-21
40500,2021-03-12,1422.28,2022-03-18
40501,2022-11-09,-377.92,2023-07-31
40502,2021-11-06,2834.85,2021-01-29
40503,2023-07-07,1049.88,2023-02-14
40504,2022-09-10,680.24,2023-07-28
40505,2022-08-28,2398.45,2021-07-11
40506,2023-05-17,4541.32,2023-05-30
40507,2022-04-27,4995.12,2023-06-24
40508,2021-10-22,3262.10,2021-10-18
40509,2023-03-02,1669.60,2023-12-10
40510,2022-04-04,-41.11,2023-01-21
40511,2023-04-29,4485.45,2023-05-24
40512,2022-03-18,4182.55,2021-04-27
40513,2021-02-08,4849.11,2023-07-09
40514,2023-08-13,4553.66,2021-08-21
40515,2022-03-03,3260.25,2021-12-03
40516,2021-06-09,4583.55,2023-06-24
40517,2022-07-08,-938.89,2023-12-13
40518,2023-11-13,1899.75,2023-03-09
40519,2023-01-08,2900.55,2022-09-11
40520,2023-07-22,2109.85,2021-11-07
40521,2023-12-18,4841.32,2022-03-31
40522,2022-03-30,250.21,2021-02-12
40523,2021-01-21,1510.34,2022-12-05
40524,2021-02-16,4166.52,2021-11-01
40525,2022-09-07,-464.23,2023-08-13
40526,2021-04-08,1466.22,2021-10-11
40527,2021-09-13,3399.30,2022-01-23
40528,2021-02-05,680.63,2023-05-23
40529,2023-01-09,2623.64,2023-09-12
40530,2022-02-16,1999.70,2023-04-07
40531,2022-12-22,1180.37,2021-08-19
40532,2021-06-02,-303.40,2021-12-23
40533,2021-02-03,3710.76,2023-07-17
40534,2023-03-25,1806.34,2021-09-05
40535,2022-04-13,-256.05,2021-04-26
40536,2021-02-07,-806.39,2021-08-05
40537,2022-08-11,4334.39,2021-11-17
40538,2021-12-24,2859.12,2023-09-26
40539,2021-10-03,3868.72,2023-04-11
40540,2022-12-05,-228.26,2021-06-21
40541,2021-12-02,249.93,2023-11-15
40542,2022-08-20,4500.93,2022-09-23
40543,2021-07-02,-409.26,2021-12-19
40544,2023-07-07,1537.40,2023-02-11
40545,2023-05-08,2905.44,2022-07-21
40546,2022-08-28,1238.14,2021-05-02
40547,2022-04-11,324.79,2022-07-20
40548,2022-02-23,-606.00,2023-10-14
40549,2021-04-05,316.48,2021-10-03
40550,2023-06-11,376.93,2022-09-06
40551,2022-04-02,4028.95,2023-06-29
40552,2021-12-08,1472.28,2021-09-29
40553,2023-08-02,-79.54,2023-12-02
40554,2021-05-15,3449.81,2023-05-22
40555,2023-05-11,-998.39,2022-07-29
40556,2021-10-04,1416.25,2023-05-30
40557,2022-11-09,-277.56,2022-09-08
40558,2021-04-09,3249.26,2021-04-15
40559,2022-03-27,30.96,2023-04-11
40560,2021-11-13,3942.76,2022-10-05
40561,2021-09-26,-4.02,2021-02-19
40562,2021-06-07,3244.35,2022-05-15
40563,2021-01-06,3617.23,2022-12-29
40564,2023-07-06,3642.84,2022-07-18
40565,2021-01-15,346.81,2022-02-14
40566,2022-09-07,2808.41,2021-03-03
40567,2022-07-20,892.75,2021-03-25
40568,2022-07-11,-949.16,2023-12-15
40569,2021-05-04,-871.86,2022-06-11
40570,2021-07-26,773.57,2021-04-01
40571,2021-02-17,1857.89,2023-06-20
40572,2022-08-12,3375.00,2022-03-23
40573,2022-05-24,-955.20,2022-10-25
40574,2021-06-09,4789.57,2021-10-21
40575,2021-11-14,-641.44,2023-04-15
40576,2023-10-25,3680.62,2023-04-03
40577,2021-09-11,4397.57,2021-11-12
40578,2021-12-13,2624.84,2023-08-11
40579,2022-06-29,850.74,2022-11-17
40580,2021-10-13,2020.63,2023-08-22
40581,2021-09-06,2785.69,2023-07-28
40582,2022-09-20,847.70,2021-06-15
40583,2021-04-15,1392.33,2023-01-30
40584,2023-01-23,4762.71,2022-05-30
40585,2022-02-13,-584.78,2021-10-21
40586,2023-08-04,1147.71,2022-09-11
40587,2023-01-22,2466.84,2022-10-16
40588,2021-04-17,-162.33,2023-12-22
40589,2023-07-16,-993.75,2021-10-14
40590,2022-12-19,1954.32,2022-08-19
40591,2022-12-21,3710.61,2023-09-22
40592,2022-03-10,1036.51,2023-02-04
40593,2023-01-06,358.09,2021-01-23
40594,2021-03-02,385.46,2023-02-23
40595,2022-09-08,3346.70,2023-01-30
40596,2021-02-09,3940.47,2023-09-13
40597,2022-01-05,687.84,2023-02-20
40598,2022-04-19,2405.11,2023-04-21
40599,2021-05-04,519.50,2021-04-29
40600,2023-05-01,740.26,2023-05-09
40601,2022-02-26,4652.08,2023-09-09
40602,2023-03-05,3053.92,2021-02-19
40603,2023-11-09,-554.44,2022-10-28
40604,2023-09-15,4846.19,2021-03-03
40605,2022-11-18,27.63,2021-03-18
40606,2022-06-04,-190.26,2023-03-02
40607,2022-10-16,1586.95,2023-06-12
40608,2023-05-07,2827.52,2023-04-19
40609,2023-08-01,3125.40,2023-10-18
40610,2021-01-12,1131.10,2021-11-08
40611,2022-12-27,4834.58,2022-01-29
40612,2023-01-07,1957.19,2023-05-11
40613,2023-03-18,-403.72,2023-01-25
40614,2022-05-12,44.72,2022-07-11
40615,2022-01-24,3967.72,2021-07-04
40616,2021-08-22,4441.64,2021-12-28
40617,2022-11-20,2537.58,2021-02-09
40618,2023-11-01,3154.69,2022-11-05
40619,2023-06-12,1740.47,2022-06-18
40620,2023-11-04,599.67,2023-05-18
40621,2023-03-27,2510.27,2023-02-10
40622,2022-09-11,1484.28,2023-08-18
40623,2022-02-23,4085.68,2023-06-23
40624,2023-04-17,2439.79,2022-04-29
40625,2021-10-04,875.84,2023-12-31
40626,2021-08-24,2123.42,2022-02-11
40627,2021-05-31,4913.07,2021-03-20
40628,2021-08-15,-771.31,2021-02-11
40629,2022-03-22,1432.82,2022-10-07
40630,2021-04-08,2382.52,2022-12-21
40631,2022-06-10,585.88,2023-11-14
40632,2022-01-30,501.02,2023-01-07
40633,2022-09-26,2575.16,2022-05-12
40634,2022-08-25,1872.72,2023-06-01
40635,2021-07-19,4192.19,2022-11-26
40636,2023-01-28,829.13,2021-07-05
40637,2022-06-14,684.69,2023-12-03
40638,2021-12-24,2846.33,2021-09-21
40639,2021-05-14,-693.32,2022-06-02
40640,2021-06-21,996.40,2021-03-11
40641,2021-12-18,2168.49,2022-04-15
40642,2022-12-29,471.45,2023-06-23
40643,2023-08-06,-692.18,2023-07-04
